name,mutrate,num_samples,migration_matrix,num_uniq_mutations,uniq_mut_per_site,total_mut_sites,avg_mut_sites_per_sample,avg_proportion_mut_sites,total_dropout,dropout_per_sample,true_migrations,inferred_migrations,proportion
sim5151,1 0.01 0.01 1 0.01 0.01 1 0.01 0.01 1,100,data/equal_migration_prob_matrix.csv,11,1.1000,407,4.0700,.4070,0,0,75,4,.0533
sim5152,1 0.01 0.01 1 0.01 0.01 1 0.01 0.01 1,100,data/equal_migration_prob_matrix.csv,9,.9000,502,5.0200,.5020,0,0,75,3,.0400
sim5153,1 0.01 0.01 1 0.01 0.01 1 0.01 0.01 1,100,data/equal_migration_prob_matrix.csv,9,.9000,411,4.1100,.4110,0,0,75,,
sim5154,1 0.01 0.01 1 0.01 0.01 1 0.01 0.01 1,100,data/equal_migration_prob_matrix.csv,10,1.0000,471,4.7100,.4710,0,0,75,2,.0266
sim5155,1 0.01 0.01 1 0.01 0.01 1 0.01 0.01 1,100,data/equal_migration_prob_matrix.csv,11,1.1000,504,5.0400,.5040,0,0,75,4,.0533
sim5156,1 0.01 0.01 1 0.01 0.01 1 0.01 0.01 1,100,data/equal_migration_prob_matrix.csv,15,1.5000,425,4.2500,.4250,0,0,75,4,.0533
sim5157,1 0.01 0.01 1 0.01 0.01 1 0.01 0.01 1,100,data/equal_migration_prob_matrix.csv,12,1.2000,413,4.1300,.4130,0,0,75,6,.0800
sim5158,1 0.01 0.01 1 0.01 0.01 1 0.01 0.01 1,100,data/equal_migration_prob_matrix.csv,11,1.1000,502,5.0200,.5020,0,0,75,4,.0533
sim5159,1 0.01 0.01 1 0.01 0.01 1 0.01 0.01 1,100,data/equal_migration_prob_matrix.csv,16,1.6000,418,4.1800,.4180,0,0,75,2,.0266
sim5160,1 0.01 0.01 1 0.01 0.01 1 0.01 0.01 1,100,data/equal_migration_prob_matrix.csv,10,1.0000,411,4.1100,.4110,0,0,75,3,.0400
sim5161,1 0.01 0.01 1 0.01 0.01 1 0.01 0.01 1,100,data/equal_migration_prob_matrix.csv,13,1.3000,429,4.2900,.4290,0,0,75,3,.0400
sim5162,1 0.01 0.01 1 0.01 0.01 1 0.01 0.01 1,100,data/equal_migration_prob_matrix.csv,16,1.6000,441,4.4100,.4410,0,0,75,3,.0400
sim5163,1 0.01 0.01 1 0.01 0.01 1 0.01 0.01 1,100,data/equal_migration_prob_matrix.csv,10,1.0000,427,4.2700,.4270,0,0,75,2,.0266
sim5164,1 0.01 0.01 1 0.01 0.01 1 0.01 0.01 1,100,data/equal_migration_prob_matrix.csv,17,1.7000,439,4.3900,.4390,0,0,75,4,.0533
sim5165,1 0.01 0.01 1 0.01 0.01 1 0.01 0.01 1,100,data/equal_migration_prob_matrix.csv,11,1.1000,424,4.2400,.4240,0,0,75,2,.0266
sim5166,1 0.01 0.01 1 0.01 0.01 1 0.01 0.01 1,100,data/equal_migration_prob_matrix.csv,20,2.0000,418,4.1800,.4180,0,0,75,2,.0266
sim5167,1 0.01 0.01 1 0.01 0.01 1 0.01 0.01 1,100,data/equal_migration_prob_matrix.csv,13,1.3000,461,4.6100,.4610,0,0,75,1,.0133
sim5168,1 0.01 0.01 1 0.01 0.01 1 0.01 0.01 1,100,data/equal_migration_prob_matrix.csv,14,1.4000,507,5.0700,.5070,0,0,75,4,.0533
sim5169,1 0.01 0.01 1 0.01 0.01 1 0.01 0.01 1,100,data/equal_migration_prob_matrix.csv,13,1.3000,434,4.3400,.4340,0,0,75,4,.0533
sim5170,1 0.01 0.01 1 0.01 0.01 1 0.01 0.01 1,100,data/equal_migration_prob_matrix.csv,12,1.2000,512,5.1200,.5120,0,0,75,6,.0800
sim5171,1 0.01 0.01 1 0.01 0.01 1 0.01 0.01 1,100,data/equal_migration_prob_matrix.csv,13,1.3000,464,4.6400,.4640,0,0,75,6,.0800
sim5172,1 0.01 0.01 1 0.01 0.01 1 0.01 0.01 1,100,data/equal_migration_prob_matrix.csv,14,1.4000,414,4.1400,.4140,0,0,75,3,.0400
sim5173,1 0.01 0.01 1 0.01 0.01 1 0.01 0.01 1,100,data/equal_migration_prob_matrix.csv,9,.9000,457,4.5700,.4570,0,0,75,4,.0533
sim5174,1 0.01 0.01 1 0.01 0.01 1 0.01 0.01 1,100,data/equal_migration_prob_matrix.csv,11,1.1000,502,5.0200,.5020,0,0,75,4,.0533
sim5175,1 0.01 0.01 1 0.01 0.01 1 0.01 0.01 1,100,data/equal_migration_prob_matrix.csv,8,.8000,400,4.0000,.4000,0,0,75,3,.0400
sim5176,1 0.01 0.01 1 0.01 0.01 1 0.01 0.01 1,100,data/equal_migration_prob_matrix.csv,10,1.0000,408,4.0800,.4080,0,0,75,4,.0533
sim5177,1 0.01 0.01 1 0.01 0.01 1 0.01 0.01 1,100,data/equal_migration_prob_matrix.csv,13,1.3000,448,4.4800,.4480,0,0,75,10,.1333
sim5178,1 0.01 0.01 1 0.01 0.01 1 0.01 0.01 1,100,data/equal_migration_prob_matrix.csv,8,.8000,403,4.0300,.4030,0,0,75,4,.0533
sim5179,1 0.01 0.01 1 0.01 0.01 1 0.01 0.01 1,100,data/equal_migration_prob_matrix.csv,18,1.8000,416,4.1600,.4160,0,0,75,11,.1466
sim5180,1 0.01 0.01 1 0.01 0.01 1 0.01 0.01 1,100,data/equal_migration_prob_matrix.csv,12,1.2000,419,4.1900,.4190,0,0,75,5,.0666
sim5181,1 0.01 0.01 1 0.01 0.01 1 0.01 0.01 1,100,data/equal_migration_prob_matrix.csv,9,.9000,406,4.0600,.4060,0,0,75,,
sim5182,1 0.01 0.01 1 0.01 0.01 1 0.01 0.01 1,100,data/equal_migration_prob_matrix.csv,16,1.6000,481,4.8100,.4810,0,0,75,11,.1466
sim5183,1 0.01 0.01 1 0.01 0.01 1 0.01 0.01 1,100,data/equal_migration_prob_matrix.csv,11,1.1000,411,4.1100,.4110,0,0,75,2,.0266
sim5184,1 0.01 0.01 1 0.01 0.01 1 0.01 0.01 1,100,data/equal_migration_prob_matrix.csv,9,.9000,406,4.0600,.4060,0,0,75,5,.0666
sim5185,1 0.01 0.01 1 0.01 0.01 1 0.01 0.01 1,100,data/equal_migration_prob_matrix.csv,15,1.5000,427,4.2700,.4270,0,0,75,4,.0533
sim5186,1 0.01 0.01 1 0.01 0.01 1 0.01 0.01 1,100,data/equal_migration_prob_matrix.csv,12,1.2000,405,4.0500,.4050,0,0,75,4,.0533
sim5187,1 0.01 0.01 1 0.01 0.01 1 0.01 0.01 1,100,data/equal_migration_prob_matrix.csv,8,.8000,450,4.5000,.4500,0,0,75,4,.0533
sim5188,1 0.01 0.01 1 0.01 0.01 1 0.01 0.01 1,100,data/equal_migration_prob_matrix.csv,10,1.0000,414,4.1400,.4140,0,0,75,4,.0533
sim5189,1 0.01 0.01 1 0.01 0.01 1 0.01 0.01 1,100,data/equal_migration_prob_matrix.csv,10,1.0000,600,6.0000,.6000,0,0,75,3,.0400
sim5190,1 0.01 0.01 1 0.01 0.01 1 0.01 0.01 1,100,data/equal_migration_prob_matrix.csv,13,1.3000,505,5.0500,.5050,0,0,75,4,.0533
sim5191,1 0.01 0.01 1 0.01 0.01 1 0.01 0.01 1,100,data/equal_migration_prob_matrix.csv,10,1.0000,405,4.0500,.4050,0,0,75,4,.0533
sim5192,1 0.01 0.01 1 0.01 0.01 1 0.01 0.01 1,100,data/equal_migration_prob_matrix.csv,11,1.1000,524,5.2400,.5240,0,0,75,4,.0533
sim5193,1 0.01 0.01 1 0.01 0.01 1 0.01 0.01 1,100,data/equal_migration_prob_matrix.csv,17,1.7000,420,4.2000,.4200,0,0,75,4,.0533
sim5194,1 0.01 0.01 1 0.01 0.01 1 0.01 0.01 1,100,data/equal_migration_prob_matrix.csv,12,1.2000,416,4.1600,.4160,0,0,75,5,.0666
sim5195,1 0.01 0.01 1 0.01 0.01 1 0.01 0.01 1,100,data/equal_migration_prob_matrix.csv,16,1.6000,423,4.2300,.4230,0,0,75,6,.0800
sim5196,1 0.01 0.01 1 0.01 0.01 1 0.01 0.01 1,100,data/equal_migration_prob_matrix.csv,13,1.3000,505,5.0500,.5050,0,0,75,5,.0666
sim5197,1 0.01 0.01 1 0.01 0.01 1 0.01 0.01 1,100,data/equal_migration_prob_matrix.csv,10,1.0000,605,6.0500,.6050,0,0,75,4,.0533
sim5198,1 0.01 0.01 1 0.01 0.01 1 0.01 0.01 1,100,data/equal_migration_prob_matrix.csv,12,1.2000,420,4.2000,.4200,0,0,75,2,.0266
sim5199,1 0.01 0.01 1 0.01 0.01 1 0.01 0.01 1,100,data/equal_migration_prob_matrix.csv,11,1.1000,411,4.1100,.4110,0,0,75,,
sim5200,1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,34,3.4000,524,5.2400,.5240,0,0,75,7,.0933
sim5201,1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,34,3.4000,743,7.4300,.7430,0,0,75,2,.0266
sim5202,1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,29,2.9000,702,7.0200,.7020,0,0,75,2,.0266
sim5203,1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,29,2.9000,756,7.5600,.7560,0,0,75,14,.1866
sim5204,1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,29,2.9000,611,6.1100,.6110,0,0,75,9,.1200
sim5205,1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,35,3.5000,622,6.2200,.6220,0,0,75,12,.1600
sim5206,1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,30,3.0000,516,5.1600,.5160,0,0,75,10,.1333
sim5207,1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,31,3.1000,567,5.6700,.5670,0,0,75,3,.0400
sim5208,1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,23,2.3000,804,8.0400,.8040,0,0,75,4,.0533
sim5209,1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,23,2.3000,739,7.3900,.7390,0,0,75,5,.0666
sim5210,1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,26,2.6000,781,7.8100,.7810,0,0,75,13,.1733
sim5211,1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,35,3.5000,439,4.3900,.4390,0,0,75,5,.0666
sim5212,1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,29,2.9000,646,6.4600,.6460,0,0,75,8,.1066
sim5213,1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,30,3.0000,745,7.4500,.7450,0,0,75,11,.1466
sim5214,1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,33,3.3000,398,3.9800,.3980,0,0,75,16,.2133
sim5215,1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,27,2.7000,668,6.6800,.6680,0,0,75,2,.0266
sim5216,1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,30,3.0000,585,5.8500,.5850,0,0,75,12,.1600
sim5217,1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,35,3.5000,415,4.1500,.4150,0,0,75,12,.1600
sim5218,1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,34,3.4000,660,6.6000,.6600,0,0,75,10,.1333
sim5219,1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,30,3.0000,556,5.5600,.5560,0,0,75,10,.1333
sim5220,1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,36,3.6000,522,5.2200,.5220,0,0,75,11,.1466
sim5221,1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,29,2.9000,503,5.0300,.5030,0,0,75,17,.2266
sim5222,1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,35,3.5000,499,4.9900,.4990,0,0,75,7,.0933
sim5223,1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,29,2.9000,551,5.5100,.5510,0,0,75,11,.1466
sim5224,1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,30,3.0000,449,4.4900,.4490,0,0,75,10,.1333
sim5225,1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,24,2.4000,650,6.5000,.6500,0,0,75,6,.0800
sim5226,1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,34,3.4000,653,6.5300,.6530,0,0,75,12,.1600
sim5227,1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,31,3.1000,605,6.0500,.6050,0,0,75,9,.1200
sim5228,1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,32,3.2000,510,5.1000,.5100,0,0,75,13,.1733
sim5229,1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,34,3.4000,533,5.3300,.5330,0,0,75,10,.1333
sim5230,1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,32,3.2000,570,5.7000,.5700,0,0,75,11,.1466
sim5231,1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,36,3.6000,538,5.3800,.5380,0,0,75,12,.1600
sim5232,1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,31,3.1000,699,6.9900,.6990,0,0,75,1,.0133
sim5233,1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,25,2.5000,833,8.3300,.8330,0,0,75,8,.1066
sim5234,1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,23,2.3000,727,7.2700,.7270,0,0,75,14,.1866
sim5235,1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,30,3.0000,727,7.2700,.7270,0,0,75,7,.0933
sim5236,1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,24,2.4000,748,7.4800,.7480,0,0,75,6,.0800
sim5237,1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,22,2.2000,861,8.6100,.8610,0,0,75,8,.1066
sim5238,1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,35,3.5000,560,5.6000,.5600,0,0,75,7,.0933
sim5239,1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,28,2.8000,457,4.5700,.4570,0,0,75,11,.1466
sim5240,1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,29,2.9000,586,5.8600,.5860,0,0,75,6,.0800
sim5241,1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,26,2.6000,727,7.2700,.7270,0,0,75,3,.0400
sim5242,1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,37,3.7000,566,5.6600,.5660,0,0,75,10,.1333
sim5243,1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,29,2.9000,762,7.6200,.7620,0,0,75,10,.1333
sim5244,1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,31,3.1000,618,6.1800,.6180,0,0,75,11,.1466
sim5245,1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,33,3.3000,695,6.9500,.6950,0,0,75,7,.0933
sim5246,1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,29,2.9000,603,6.0300,.6030,0,0,75,4,.0533
sim5247,1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,32,3.2000,592,5.9200,.5920,0,0,75,2,.0266
sim5248,1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,19,1.9000,629,6.2900,.6290,0,0,75,14,.1866
sim5249,1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,26,2.6000,817,8.1700,.8170,0,0,75,8,.1066
sim5250,1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,31,3.1000,624,6.2400,.6240,0,0,75,15,.2000
sim5251,1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,30,3.0000,617,6.1700,.6170,0,0,75,11,.1466
sim5252,1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,30,3.0000,554,5.5400,.5540,0,0,75,13,.1733
sim5253,1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,30,3.0000,551,5.5100,.5510,0,0,75,5,.0666
sim5254,1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,39,3.9000,459,4.5900,.4590,0,0,75,11,.1466
sim5255,1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,29,2.9000,648,6.4800,.6480,0,0,75,9,.1200
sim5256,1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,26,2.6000,747,7.4700,.7470,0,0,75,6,.0800
sim5257,1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,26,2.6000,701,7.0100,.7010,0,0,75,11,.1466
sim5258,1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,30,3.0000,626,6.2600,.6260,0,0,75,9,.1200
sim5259,1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,27,2.7000,743,7.4300,.7430,0,0,75,10,.1333
sim5260,1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,30,3.0000,583,5.8300,.5830,0,0,75,14,.1866
sim5261,1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,34,3.4000,666,6.6600,.6660,0,0,75,9,.1200
sim5262,1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,25,2.5000,515,5.1500,.5150,0,0,75,10,.1333
sim5263,1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,38,3.8000,509,5.0900,.5090,0,0,75,10,.1333
sim5264,1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,31,3.1000,745,7.4500,.7450,0,0,75,3,.0400
sim5265,1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,30,3.0000,629,6.2900,.6290,0,0,75,10,.1333
sim5266,1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,33,3.3000,581,5.8100,.5810,0,0,75,14,.1866
sim5267,1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,26,2.6000,647,6.4700,.6470,0,0,75,16,.2133
sim5268,1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,33,3.3000,605,6.0500,.6050,0,0,75,12,.1600
sim5269,1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,27,2.7000,758,7.5800,.7580,0,0,75,9,.1200
sim5270,1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,30,3.0000,611,6.1100,.6110,0,0,75,12,.1600
sim5271,1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,30,3.0000,682,6.8200,.6820,0,0,75,10,.1333
sim5272,1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,27,2.7000,510,5.1000,.5100,0,0,75,10,.1333
sim5273,1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,37,3.7000,617,6.1700,.6170,0,0,75,4,.0533
sim5274,1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,26,2.6000,586,5.8600,.5860,0,0,75,8,.1066
sim5275,1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,33,3.3000,598,5.9800,.5980,0,0,75,,
sim5276,1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,36,3.6000,638,6.3800,.6380,0,0,75,16,.2133
sim5277,1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,28,2.8000,694,6.9400,.6940,0,0,75,14,.1866
sim5278,1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,27,2.7000,752,7.5200,.7520,0,0,75,12,.1600
sim5279,1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,29,2.9000,586,5.8600,.5860,0,0,75,9,.1200
sim5280,1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,31,3.1000,550,5.5000,.5500,0,0,75,8,.1066
sim5281,1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,27,2.7000,582,5.8200,.5820,0,0,75,7,.0933
sim5282,1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,34,3.4000,784,7.8400,.7840,0,0,75,4,.0533
sim5283,1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,37,3.7000,455,4.5500,.4550,0,0,75,10,.1333
sim5284,1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,28,2.8000,556,5.5600,.5560,0,0,75,8,.1066
sim5285,1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,36,3.6000,620,6.2000,.6200,0,0,75,16,.2133
sim5286,1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,29,2.9000,593,5.9300,.5930,0,0,75,9,.1200
sim5287,1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,31,3.1000,672,6.7200,.6720,0,0,75,1,.0133
sim5288,1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,25,2.5000,727,7.2700,.7270,0,0,75,12,.1600
sim5289,1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,33,3.3000,758,7.5800,.7580,0,0,75,8,.1066
sim5290,1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,31,3.1000,680,6.8000,.6800,0,0,75,11,.1466
sim5291,1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,40,4.0000,439,4.3900,.4390,0,0,75,9,.1200
sim5292,1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,26,2.6000,610,6.1000,.6100,0,0,75,6,.0800
sim5293,1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,24,2.4000,886,8.8600,.8860,0,0,75,2,.0266
sim5294,1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,32,3.2000,696,6.9600,.6960,0,0,75,1,.0133
sim5295,1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,19,1.9000,901,9.0100,.9010,0,0,75,4,.0533
sim5296,1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,22,2.2000,759,7.5900,.7590,0,0,75,2,.0266
sim5297,1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,23,2.3000,544,5.4400,.5440,0,0,75,7,.0933
sim5298,1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,27,2.7000,783,7.8300,.7830,0,0,75,9,.1200
sim5299,1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,31,3.1000,706,7.0600,.7060,0,0,75,8,.1066
sim5300,0.1 0.01 0.1 0.01 0.1 0.01 0.1 0.01 0.1 0.01,100,data/equal_migration_prob_matrix.csv,17,1.7000,448,4.4800,.4480,0,0,75,6,.0800
sim5301,0.1 0.01 0.1 0.01 0.1 0.01 0.1 0.01 0.1 0.01,100,data/equal_migration_prob_matrix.csv,29,2.9000,216,2.1600,.2160,0,0,75,9,.1200
sim5302,0.1 0.01 0.1 0.01 0.1 0.01 0.1 0.01 0.1 0.01,100,data/equal_migration_prob_matrix.csv,22,2.2000,329,3.2900,.3290,0,0,75,10,.1333
